,card_number,expiry_date,card_provider,date_payment_confirmed
11793,6543167926214950,10/24,Discover,2008-06-25
11794,2702936740022000,08/25,Mastercard,2003-12-31
11795,2257271629172900,04/26,Mastercard,1999-05-06
11796,213164291336391,07/31,JCB 15 digit,2012-05-22
11797,4406856508988930000,04/31,VISA 19 digit,1994-08-16
11798,6011139575791840,10/26,Discover,1997-12-15
11799,4051781311880,05/28,VISA 13 digit,2012-01-14
11800,3530017555004070,09/29,JCB 16 digit,2002-06-21
11801,676317871165,09/31,Maestro,2017-03-15
11802,375956212188502,09/29,American Express,1995-08-04
11803,375126217536655,01/25,American Express,2018-12-15
11804,30052960115330,02/26,Diners Club / Carte Blanche,2015-12-27
11805,501854824544,07/24,Maestro,2015-11-27
11806,3576673157480820,01/28,JCB 16 digit,1994-05-18
11807,4091329413525,05/26,VISA 13 digit,2005-05-23
11808,180064837745353,03/30,JCB 15 digit,1995-04-11
11809,180087081457896,10/29,JCB 15 digit,1995-12-30
11810,6011263169600060,10/25,Discover,2009-06-27
11811,2711548534778420,01/24,Mastercard,2008-09-27
11812,346589449574149,01/27,American Express,2016-10-29
11813,4882084788828900,06/29,VISA 16 digit,2022-05-24
11814,4417909302711650,04/26,VISA 16 digit,2001-02-10
11816,3550989326894600,10/28,JCB 16 digit,1993-09-23
11817,4715579626211970000,10/26,VISA 19 digit,2018-03-08
11818,4093397118315230000,05/28,VISA 19 digit,2006-09-27
11819,6541176499072220,12/30,Discover,2015-09-16
11820,3503673447994000,11/28,JCB 16 digit,2003-05-19
11821,6550317074386370,01/24,Discover,2005-07-04
11822,377631546999290,12/26,American Express,2009-08-20
11823,180022284356553,01/24,JCB 15 digit,2010-03-11
11824,4163028409482,04/26,VISA 13 digit,2020-08-02
11825,4864370604263880,01/29,VISA 16 digit,1999-06-04
11826,4053275544760,09/32,VISA 13 digit,2015-12-02
11827,345009807807412,05/29,American Express,2016-01-17
11828,180024169372051,02/23,JCB 15 digit,1999-04-03
11829,36571949807281,03/29,Diners Club / Carte Blanche,2001-10-09
11830,3558852300020200,10/30,JCB 16 digit,2007-11-03
11831,6513936384597200,06/29,Discover,1998-05-27
11832,3580516617925670,05/26,JCB 16 digit,1997-01-08
11833,180053143667245,02/25,JCB 15 digit,2014-07-27
11834,3565205550781290,12/30,JCB 16 digit,2010-06-03
11835,4846195405172150000,08/24,VISA 19 digit,2012-11-29
11836,6517446292827000,12/31,Discover,2005-11-13
11837,4515354441821670,05/30,VISA 16 digit,2020-03-06
11838,4642120683866780000,04/26,VISA 19 digit,1993-01-02
11839,4310495709758100000,10/25,VISA 19 digit,2010-12-30
11840,180071425016576,09/28,JCB 15 digit,1994-01-12
11841,676211850281,07/29,Maestro,2002-07-04
11842,30410869763701,09/24,Diners Club / Carte Blanche,1997-01-03
11843,584067846322,11/30,Maestro,2020-02-17
11844,345246078860155,12/26,American Express,2010-03-25
11845,373489116454293,07/29,American Express,2013-12-06
11846,4475507079333,01/30,VISA 13 digit,2011-11-18
11847,6518846140353900,09/30,Discover,1999-11-12
11848,6011202894062800,01/26,Discover,2019-03-03
11849,4861128795306420,03/23,VISA 16 digit,2016-01-28
11850,4468184252751360000,04/23,VISA 19 digit,1998-01-22
11851,345005591608917,02/27,American Express,2010-04-30
11852,4297537094514190,08/29,VISA 16 digit,2020-03-19
11853,6011686281490980,10/25,Discover,2014-05-09
11854,3504843837025890,12/30,JCB 16 digit,2022-04-16
11855,6011332823466110,05/25,Discover,1993-01-25
11856,30461246550642,04/24,Diners Club / Carte Blanche,2003-08-03
11857,4324497097323630000,04/29,VISA 19 digit,2000-11-29
11858,3540667879093100,01/29,JCB 16 digit,2004-08-04
11859,6011358582028890,11/27,Discover,2005-03-09
11860,574049416757,12/28,Maestro,1994-03-05
11861,563603200046,12/27,Maestro,2001-05-09
11862,501836248689,03/26,Maestro,2007-04-03
11863,344832372558875,06/25,American Express,2018-11-27
11864,4007283436575330000,06/23,VISA 19 digit,1993-01-31
11865,213104194661545,04/23,JCB 15 digit,1997-02-22
11866,6562305501105610,02/27,Discover,2010-09-25
11867,2232250984870520,02/23,Mastercard,1997-08-11
11868,30582489115502,04/23,Diners Club / Carte Blanche,2011-02-14
11869,4562291185962750,03/23,VISA 16 digit,2009-09-08
11870,3531242400970400,01/28,JCB 16 digit,2000-03-20
11872,503894428070,03/26,Maestro,2017-12-03
11873,6011592224560790,09/32,Discover,2000-10-07
11874,180022558522476,09/29,JCB 15 digit,1998-05-29
11875,4903224533555,12/27,VISA 13 digit,2021-04-12
11876,3508669294679310,08/23,JCB 16 digit,1996-05-16
11877,3517812481556250,08/32,JCB 16 digit,1994-10-27
11878,4245758609521470,11/28,VISA 16 digit,2021-08-23
11879,180012393758088,06/24,JCB 15 digit,1998-08-06
11880,347800974540234,04/30,American Express,2007-05-14
11881,4149548188656060000,04/24,VISA 19 digit,2021-04-03
11882,675905788328,10/29,Maestro,2021-12-15
11883,3561335722084510,07/24,JCB 16 digit,2006-02-01
11884,213165441571514,08/25,JCB 15 digit,2019-08-21
11885,4762150458862780000,01/24,VISA 19 digit,2020-05-13
11886,4594462665503600,01/29,VISA 16 digit,2012-04-27
11887,4481160605661,10/25,VISA 13 digit,1996-09-16
11888,372764841889737,09/29,American Express,2012-10-17
11889,5151625623105320,11/25,Mastercard,1994-09-08
11890,376366737077421,07/27,American Express,1998-04-14
11891,4706464441583730,09/28,VISA 16 digit,2015-03-29
11892,4561047132345050,10/28,VISA 16 digit,2003-04-17
11893,502054360388,08/28,Maestro,1993-09-19
11894,4787755364013,05/25,VISA 13 digit,2021-07-12
11895,4658089687780660,07/31,VISA 16 digit,1993-07-16
11896,6543193251336690,08/26,Discover,2022-01-25
11897,2548015632914610,08/24,Mastercard,2015-10-25
11898,501810404050,12/24,Maestro,2019-12-31
11899,4772097896575,01/24,VISA 13 digit,1999-12-15
11901,583302656421,07/32,Maestro,2004-05-13
11902,4529710712658,10/28,VISA 13 digit,2014-06-14
11903,4974231805421650,03/23,VISA 16 digit,1993-01-20
11904,4424064019092,08/23,VISA 13 digit,2018-03-23
11905,4433689851805,09/24,VISA 13 digit,1994-01-07
11906,3590376698137520,04/31,JCB 16 digit,2005-12-31
11907,213196052801593,06/31,JCB 15 digit,1999-01-01
11908,4240708160013,02/24,VISA 13 digit,2007-07-12
11909,4303744450422190000,01/28,VISA 19 digit,1995-03-10
11910,4091989548313,12/30,VISA 13 digit,1998-04-04
11911,566529267684,07/27,Maestro,2022-01-01
11912,180011291773470,08/30,JCB 15 digit,2020-04-05
11913,341333702900666,01/29,American Express,2003-07-07
11914,376260109821914,06/28,American Express,2010-09-07
11915,4603816431830580,09/27,VISA 16 digit,2003-08-08
11916,38892154229427,10/29,Diners Club / Carte Blanche,2022-04-16
11917,676375177067,01/28,Maestro,2011-07-23
11918,180061424614190,07/24,JCB 15 digit,2004-09-18
11919,4190001156186,07/30,VISA 13 digit,1996-08-28
11920,6011016302689380,09/31,Discover,2020-03-14
11921,344109320469798,01/24,American Express,1994-04-06
11922,4459961471346230000,05/25,VISA 19 digit,2005-09-15
11923,4141505890348600000,04/30,VISA 19 digit,2007-01-09
11924,3591709258551920,04/30,JCB 16 digit,1994-04-30
11925,3566182403319740,03/27,JCB 16 digit,2006-05-27
11926,38635263259136,09/27,Diners Club / Carte Blanche,2008-01-03
11928,180074534072043,10/29,JCB 15 digit,2004-09-22
11929,30174457989736,01/27,Diners Club / Carte Blanche,1996-07-27
11930,30509076175185,06/31,Diners Club / Carte Blanche,1996-01-22
11931,375186053801175,08/29,American Express,2004-11-11
11932,180081273797946,04/31,JCB 15 digit,2019-06-21
11933,3575653259711800,03/30,JCB 16 digit,2007-08-06
11934,2707032184900930,08/25,Mastercard,1999-09-16
11935,4991380542009870,09/27,VISA 16 digit,1998-08-22
11936,2622266866172830,12/26,Mastercard,2000-10-20
11937,4317756731197840000,11/27,VISA 19 digit,2010-01-21
11938,4581295075761,07/24,VISA 13 digit,2009-02-26
11939,4150537578873,01/26,VISA 13 digit,2013-05-14
11940,2705885018981050,06/32,Mastercard,2017-03-28
11941,2371579802146650,11/29,Mastercard,2019-08-21
11942,6550311313129030,08/26,Discover,2004-09-28
11943,2295549469133430,09/23,Mastercard,1995-08-15
11944,4837484861563,11/29,VISA 13 digit,2006-04-07
11945,6011990191538760,06/30,Discover,2012-10-29
11946,676213752998,04/26,Maestro,1998-06-29
11947,6595660851812840,02/23,Discover,2018-12-29
11948,4353508986253,08/25,VISA 13 digit,2004-03-08
11949,348913713287048,07/23,American Express,2012-10-02
11950,4152350988920820000,10/24,VISA 19 digit,2021-10-26
11951,568147805408,02/25,Maestro,2018-10-08
11952,4051869412640160000,12/22,VISA 19 digit,2011-11-19
11953,6011091185494370,09/32,Discover,2017-10-04
11954,501840783143,12/26,Maestro,1995-02-07
11955,3528780177505970,07/31,JCB 16 digit,1998-05-13
11956,3596429286644610,01/23,JCB 16 digit,2020-01-14
11957,30598088242588,10/25,Diners Club / Carte Blanche,2004-08-18
11958,3534609153553220,10/32,JCB 16 digit,2004-06-11
11959,4762801694188990,07/30,VISA 16 digit,1997-01-02
11960,4078089189121400,05/23,VISA 16 digit,2011-07-01
11961,30467640108762,06/24,Diners Club / Carte Blanche,1998-01-10
11962,4081301813360740,04/30,VISA 16 digit,1995-08-04
11963,4929663755865510000,05/29,VISA 19 digit,2017-09-12
11964,4556214431949,10/29,VISA 13 digit,2021-10-17
11965,374609250264740,10/27,American Express,2014-05-16
11966,3532363328995690,03/27,JCB 16 digit,1996-04-05
11967,4418296466749170000,03/23,VISA 19 digit,2007-10-17
11968,5246388444795150,06/24,Mastercard,2004-09-05
11969,3584766392570350,05/27,JCB 16 digit,2007-07-20
11970,2719475106594500,09/30,Mastercard,2003-05-06
11971,4395964571796430000,09/28,VISA 19 digit,1999-06-24
11972,213191962125498,06/32,JCB 15 digit,2007-05-24
11973,4371628284987390,11/29,VISA 16 digit,1993-08-06
11974,30117343956724,10/30,Diners Club / Carte Blanche,1993-11-29
11975,2291899650012910,07/31,Mastercard,2022-04-23
11976,2241315683122150,05/27,Mastercard,1992-12-25
11977,4536949321656,10/32,VISA 13 digit,1994-06-28
11978,4047696652863,03/23,VISA 13 digit,2002-05-21
11979,2666892957567170,01/27,Mastercard,2014-07-08
11980,372705668492220,03/29,American Express,2007-05-07
11981,6011047995568120,12/26,Discover,2013-04-13
11982,346529438670235,01/26,American Express,2006-09-11
11984,3542639391156220,09/30,JCB 16 digit,2002-05-01
11985,3554649806842560,05/31,JCB 16 digit,2008-10-04
11986,4598074168229,10/30,VISA 13 digit,2004-09-07
11987,4607905506810410,11/26,VISA 16 digit,2009-10-02
11988,4902937934597,09/26,VISA 13 digit,1997-10-16
11989,4548965947099590000,09/25,VISA 19 digit,2006-08-17
11990,30338851369015,07/26,Diners Club / Carte Blanche,2011-06-08
11991,4318065521391970,03/30,VISA 16 digit,2009-12-11
11992,341079602655575,02/28,American Express,2012-07-14
11993,213186612471649,09/31,JCB 15 digit,1996-12-18
11994,3563825255921680,03/30,JCB 16 digit,2017-07-27
11995,3506808613485890,11/30,JCB 16 digit,2004-09-07
11996,4638179128502,02/28,VISA 13 digit,1998-12-15
11997,3586790402679030,01/30,JCB 16 digit,2015-11-08
11998,4764494735716640,12/22,VISA 16 digit,1993-09-27
11999,4400269780832500000,08/31,VISA 19 digit,2014-08-22
12000,6508240881636090,03/27,Discover,2005-11-24
12001,502060841769,03/29,Maestro,2002-12-25
12002,2720111679950210,05/32,Mastercard,2005-10-27
12003,30357384340749,11/27,Diners Club / Carte Blanche,1997-04-28
12004,4069287785212750,07/29,VISA 16 digit,2005-01-06
12005,180055799451279,05/23,JCB 15 digit,1993-02-13
12006,4821970110578,12/29,VISA 13 digit,2014-06-08
12007,3505697578620060,08/24,JCB 16 digit,2007-02-08
12008,3521994628392060,07/26,JCB 16 digit,2002-09-29
12009,6553865586650870,05/31,Discover,2018-01-15
12010,4721837430873360,08/27,VISA 16 digit,2016-11-20
12011,30458484266865,07/26,Diners Club / Carte Blanche,2010-10-28
12012,4869402923316,07/29,VISA 13 digit,2017-03-14
12013,180073938676789,10/32,JCB 15 digit,2019-03-20
12014,375773875414525,07/27,American Express,2006-11-14
12015,4826985763428,03/28,VISA 13 digit,2012-10-01
12016,6011251041816660,03/29,Discover,2015-05-13
12017,36080436977524,01/30,Diners Club / Carte Blanche,2012-03-28
12018,4566760632894380,05/32,VISA 16 digit,2005-03-27
12019,180071967511497,02/30,JCB 15 digit,2000-06-03
12020,36065850069585,12/27,Diners Club / Carte Blanche,2008-03-21
12021,2720728015410920,04/25,Mastercard,2022-09-19
12022,30594625242652,10/26,Diners Club / Carte Blanche,2018-08-04
12023,2286387710802520,12/27,Mastercard,1996-10-19
12024,6011595644585640,10/28,Discover,2018-12-27
12025,3505443029923090,04/23,JCB 16 digit,2003-02-08
12026,30039040462055,06/28,Diners Club / Carte Blanche,2007-11-23
12027,4209099435658140000,04/27,VISA 19 digit,2003-11-02
12028,4454378577811100,06/28,VISA 16 digit,2006-06-19
12029,3549674049719690,07/25,JCB 16 digit,2022-11-10
12030,3597863259192930,12/27,JCB 16 digit,1997-10-21
12031,4208929022010800,02/26,VISA 16 digit,2021-11-23
12032,639014689678,04/30,Maestro,1997-01-19
12033,4531173259995,02/25,VISA 13 digit,2021-02-03
12034,4817641436904210,12/23,VISA 16 digit,2007-04-05
12035,2241290474835710,03/27,Mastercard,2012-05-02
12036,4724230533408430000,06/31,VISA 19 digit,1994-12-13
12037,2282599737856930,10/23,Mastercard,2003-01-12
12038,2222570234872860,12/23,Mastercard,2009-08-01
12040,4503188601283890,06/32,VISA 16 digit,2012-06-01
12041,36227584647439,09/29,Diners Club / Carte Blanche,2011-12-01
12042,5482280886391230,02/31,Mastercard,2010-03-10
12043,377268176593349,03/30,American Express,1995-01-03
12044,4141289788561860000,09/27,VISA 19 digit,2008-06-16
12045,180057800876171,03/25,JCB 15 digit,2009-02-01
12046,3504878907114540,07/25,JCB 16 digit,2012-10-22
12047,2512567433400760,09/31,Mastercard,2006-03-17
12048,3517680683971540,11/27,JCB 16 digit,1993-01-15
12049,375168254199351,08/26,American Express,2010-07-20
12050,3572597721133260,02/29,JCB 16 digit,2008-11-25
12051,4155609416021300,09/30,VISA 16 digit,2005-07-17
12052,2282012501439680,01/25,Mastercard,2016-05-31
12053,6535181864104240,01/31,Discover,2014-12-08
12054,348387366633230,05/26,American Express,2018-01-05
12055,4397530326646470000,10/25,VISA 19 digit,2008-04-18
12056,30510702525082,02/24,Diners Club / Carte Blanche,2020-01-24
12057,4852831202262,10/25,VISA 13 digit,1995-06-15
12058,3502923918051140,10/32,JCB 16 digit,2018-07-18
12059,36013852677583,04/24,Diners Club / Carte Blanche,2020-06-01
12060,4979687699552480,05/25,VISA 16 digit,2012-11-20
12061,370303803326503,01/29,American Express,2004-07-24
12062,4470378947709570,03/29,VISA 16 digit,2005-11-05
12063,4373099991360110000,07/24,VISA 19 digit,1993-07-07
12064,2707408266864240,01/32,Mastercard,2007-06-21
12065,373100023492744,07/26,American Express,1995-08-31
12066,213152746572371,11/23,JCB 15 digit,1997-05-12
12067,180054149519638,10/29,JCB 15 digit,2017-01-03
12068,6011982290063450,10/27,Discover,2013-10-31
12069,4626562922488220,12/27,VISA 16 digit,2010-02-21
12070,4071321265630670000,10/23,VISA 19 digit,2020-11-19
12071,36247155828937,05/31,Diners Club / Carte Blanche,2000-06-04
12072,3595819500865650,01/28,JCB 16 digit,2001-10-16
12073,3561826504015890,03/28,JCB 16 digit,2011-02-18
12074,4612234562681260,07/24,VISA 16 digit,1996-06-10
12075,4917083424504170000,12/24,VISA 19 digit,2009-01-20
12076,2235071677675010,05/31,Mastercard,2013-07-24
12077,4810185128237050000,08/32,VISA 19 digit,2010-06-10
12078,4860907978624740000,07/25,VISA 19 digit,1998-05-25
12079,4228414856230,06/26,VISA 13 digit,2000-08-07
12080,3565275228469590,01/26,JCB 16 digit,1996-08-16
12081,38837742134969,07/29,Diners Club / Carte Blanche,1994-12-12
12082,6523743748783480,02/27,Discover,2017-06-06
12083,180096704656420,03/25,JCB 15 digit,1995-05-06
12084,6011576830990370,04/32,Discover,2010-09-27
12085,6011066219217270,09/23,Discover,2021-09-28
12086,30230248911296,11/31,Diners Club / Carte Blanche,2014-02-20
12087,4763552334481340000,06/31,VISA 19 digit,2017-04-08
12088,4217394468659900,07/30,VISA 16 digit,2021-04-03
12089,2297881452641000,04/27,Mastercard,2001-04-12
12090,4948726022229780000,09/32,VISA 19 digit,2021-11-28
12091,2706083136527300,07/31,Mastercard,1994-09-22
12092,3518039401032580,12/22,JCB 16 digit,1999-12-18
12093,347940092899722,02/31,American Express,2010-06-22
12094,6011281493223730,12/27,Discover,2000-02-19
12096,4271280248942490,07/31,VISA 16 digit,2002-03-20
12097,4849875173731580,05/32,VISA 16 digit,2005-10-13
12098,6512071303158870,12/23,Discover,1994-10-04
12099,6011797443164860,08/29,Discover,2022-03-10
12100,6538564057501600,01/26,Discover,2014-05-02
12101,2231869196070170,10/27,Mastercard,2010-10-07
12102,587812374672,10/26,Maestro,2004-03-28
12103,3505796866721890,07/31,JCB 16 digit,2011-06-17
12104,4917949010459,08/29,VISA 13 digit,2005-04-18
12105,3502269327664010,11/25,JCB 16 digit,2019-03-10
12106,6584400124141330,06/31,Discover,2016-12-25
12107,501893950680,12/29,Maestro,2022-03-19
12108,4533628608776,02/30,VISA 13 digit,2016-05-16
12109,378802663296021,02/32,American Express,2017-09-25
12110,371239701933173,01/31,American Express,1999-11-15
12111,3536287238570200,08/26,JCB 16 digit,2013-07-25
12112,3518246382878800,04/26,JCB 16 digit,1997-01-19
12113,4492650316255,08/23,VISA 13 digit,2015-12-28
12114,4557120617265370000,09/23,VISA 19 digit,2000-06-04
12115,4026367509917,02/26,VISA 13 digit,1995-07-08
12116,3562601455981730,03/30,JCB 16 digit,2000-01-26
12117,372850409470828,06/31,American Express,2003-12-03
12118,2297820917080840,06/25,Mastercard,2004-11-07
12119,675982413865,06/30,Maestro,2020-02-01
12120,340948526158489,11/24,American Express,2001-08-11
12121,30376341786612,04/32,Diners Club / Carte Blanche,2015-04-15
12122,180040026284115,12/22,JCB 15 digit,2021-10-05
12123,4381229756347890000,01/27,VISA 19 digit,2022-07-09
12124,3531284965122860,08/31,JCB 16 digit,1995-11-04
12125,60435353507,09/29,Maestro,2015-02-01
12126,3550564058674630,03/25,JCB 16 digit,2012-10-20
12127,3571115177902320,04/27,JCB 16 digit,2003-03-01
12128,6011069668388030,03/23,Discover,2005-05-05
12129,3576325944620740,09/28,JCB 16 digit,2010-06-20
12130,4979241046417,09/25,VISA 13 digit,2009-10-29
12131,2256046660568150,08/29,Mastercard,2012-10-05
12132,630404553418,12/29,Maestro,2018-07-08
12133,3546917916771040,03/32,JCB 16 digit,2014-07-19
12134,4572940249944810,06/24,VISA 16 digit,2004-08-13
12135,503830170893,03/25,Maestro,2016-05-12
12136,5553395451272560,05/26,Mastercard,2007-01-07
12137,30028047393124,06/31,Diners Club / Carte Blanche,2019-04-26
12138,4416233001043,05/31,VISA 13 digit,2001-11-14
12139,213175537258892,11/32,JCB 15 digit,2001-04-08
12140,180011333233285,11/31,JCB 15 digit,1999-03-19
12141,180021253994246,03/27,JCB 15 digit,1997-09-01
12142,180067537858038,04/31,JCB 15 digit,2004-10-08
12143,347847878881891,02/28,American Express,1999-01-17
12144,343667125545139,12/25,American Express,1997-10-10
12145,4287307919429380,05/29,VISA 16 digit,2013-03-19
12146,30064119682730,10/26,Diners Club / Carte Blanche,2007-09-27
12147,3583457017024530,01/25,JCB 16 digit,1998-03-11
12148,379991550499258,12/22,American Express,2003-06-15
12149,4147557926551400,11/32,VISA 16 digit,2011-11-16
12150,180080819952064,05/24,JCB 15 digit,1993-10-19
12152,30552315394589,08/30,Diners Club / Carte Blanche,1994-12-18
12153,4316777457579580000,01/26,VISA 19 digit,2009-03-10
12155,2279918850496550,07/26,Mastercard,1994-06-15
12156,379893122393789,03/24,American Express,2001-03-07
12157,4209297851183,02/25,VISA 13 digit,2014-08-15
12158,376293598747597,02/28,American Express,2014-06-06
12159,3519439927406840,02/32,JCB 16 digit,1995-07-13
12160,213179073422557,07/27,JCB 15 digit,2013-02-09
12161,4940898361614560,11/23,VISA 16 digit,2001-01-05
12162,180095263314470,01/28,JCB 15 digit,2020-07-25
12163,2248136910829200,10/26,Mastercard,1993-12-01
12164,30334729452752,02/28,Diners Club / Carte Blanche,2015-05-20
12165,501810242633,10/25,Maestro,2005-03-20
12166,372153692478164,04/29,American Express,2014-03-06
12167,30078375575297,05/29,Diners Club / Carte Blanche,2009-10-24
12168,4807251750012290,06/27,VISA 16 digit,2020-03-07
12169,180096280106717,10/32,JCB 15 digit,1999-06-18
12170,4865175344859360,12/25,VISA 16 digit,2022-03-12
12171,4734125391655170,11/31,VISA 16 digit,2018-01-10
12172,4652719606340560,07/26,VISA 16 digit,2018-10-10
12173,180055366580559,01/29,JCB 15 digit,1998-12-13
12174,4636087716343,04/27,VISA 13 digit,2000-11-27
12175,6011218531362660,12/26,Discover,2002-10-21
12176,562143522158,05/25,Maestro,2000-02-25
12177,180096890345770,09/26,JCB 15 digit,2014-08-14
12178,676167052700,06/30,Maestro,2002-11-15
12179,3533585163994230,12/23,JCB 16 digit,2001-01-28
12180,6011418041742740,10/29,Discover,2011-06-18
12181,30062239821105,10/31,Diners Club / Carte Blanche,2011-10-22
12182,4974196577730,05/24,VISA 13 digit,2010-07-13
12183,2603855353968960,08/25,Mastercard,2004-07-28
12184,4766768597634480000,02/30,VISA 19 digit,2013-05-03
12185,213121135937412,11/29,JCB 15 digit,2009-05-19
12186,4019863543746,04/25,VISA 13 digit,1993-06-01
12187,4548613589375080,03/25,VISA 16 digit,2019-03-28
12188,4079323415151030000,02/25,VISA 19 digit,1995-01-16
12189,4982857024378150,11/25,VISA 16 digit,2020-05-31
12190,30261176416479,07/29,Diners Club / Carte Blanche,2009-06-22
12191,4309579070377,08/29,VISA 13 digit,2000-08-21
12192,4177212788294220,05/25,VISA 16 digit,2022-09-04
12193,5445282806431990,12/27,Mastercard,1996-01-22
12194,4888633136357590,01/23,VISA 16 digit,2007-12-30
12195,344856418383691,12/25,American Express,2021-01-24
12196,502064079101,09/23,Maestro,2013-03-29
12197,4354053527666,04/28,VISA 13 digit,2007-07-07
12198,4476925881441710,05/27,VISA 16 digit,2022-11-19
12199,347731471991408,02/32,American Express,2003-06-01
12200,3543628884330320,02/28,JCB 16 digit,1997-05-18
12201,213169243450562,03/30,JCB 15 digit,1994-12-31
12202,213172562559153,06/29,JCB 15 digit,2018-08-19
12203,3555519796000010,05/29,JCB 16 digit,2016-05-14
12204,2251556701569050,11/23,Mastercard,1995-10-11
12205,4275235091634900000,03/30,VISA 19 digit,1996-12-19
12206,4511621822705800000,07/31,VISA 19 digit,2012-10-20
12208,4299848077879510,04/28,VISA 16 digit,2013-02-28
12209,6543114752872890,12/31,Discover,2007-08-24
12210,3530198573141520,10/32,JCB 16 digit,2021-01-31
12211,2550311540762000,09/32,Mastercard,2008-05-17
12212,4140585964568170,02/26,VISA 16 digit,2001-05-18
12213,676173121689,07/32,Maestro,2017-01-17
12214,4258327611191320,08/29,VISA 16 digit,2011-01-16
12215,502084051221,12/29,Maestro,2014-04-06
12216,30545861296984,08/24,Diners Club / Carte Blanche,2002-11-22
12217,3552718649971510,12/30,JCB 16 digit,2002-05-14
12218,4843107297872940000,01/23,VISA 19 digit,2019-11-09
12219,4160704949110160000,02/27,VISA 19 digit,1999-09-18
12220,213143595575342,07/26,JCB 15 digit,2020-04-16
12221,4615206963350370000,02/28,VISA 19 digit,1998-09-29
12222,377507679644863,04/24,American Express,2020-09-25
12223,4460561780050010,11/24,VISA 16 digit,2007-10-07
12224,676198745157,05/32,Maestro,2005-05-16
12225,30320807294422,06/26,Diners Club / Carte Blanche,2012-03-17
12226,180061450295484,11/25,JCB 15 digit,2004-02-11
12227,213170182356885,11/25,JCB 15 digit,2012-05-12
12228,4815494333209550,02/31,VISA 16 digit,2004-02-10
12229,6528742147463730,09/28,Discover,2005-12-11
12230,6527354366846240,03/31,Discover,2016-05-31
12231,502089024728,05/23,Maestro,2014-01-23
12232,4825558631544730000,09/26,VISA 19 digit,1994-08-27
12233,375323770784216,09/27,American Express,2001-06-22
12234,3519950602866640,04/28,JCB 16 digit,2021-05-29
12235,3542411342807190,03/23,JCB 16 digit,1997-01-06
12236,5387673435906440,02/23,Mastercard,1993-05-06
12237,213196454151647,12/25,JCB 15 digit,2009-05-22
12238,586748833835,12/28,Maestro,2013-10-28
12239,4211353323787530,12/29,VISA 16 digit,2022-05-03
12240,3532623206224600,08/26,JCB 16 digit,2017-10-04
12241,4430413352458200000,07/26,VISA 19 digit,2003-10-30
12242,6011387319064730,01/27,Discover,2011-07-03
12243,3581253935284900,05/32,JCB 16 digit,2021-08-26
12244,3552954512895210,09/28,JCB 16 digit,2000-03-25
12245,180056278993609,12/22,JCB 15 digit,2014-09-19
12246,345753144832878,02/29,American Express,2020-12-12
12247,340019070936983,08/32,American Express,2015-12-28
12248,213114838253526,12/27,JCB 15 digit,2013-12-08
12249,3574983455111090,08/29,JCB 16 digit,2021-02-13
12250,4357491032890940,03/24,VISA 16 digit,1994-06-14
12251,4601088542502390,02/30,VISA 16 digit,1995-08-23
12252,3536997620444980,09/27,JCB 16 digit,2019-06-16
12253,3564444620211360,04/23,JCB 16 digit,2005-02-02
12254,3584664799612820,11/24,JCB 16 digit,2010-01-29
12255,213179064899482,12/29,JCB 15 digit,1997-07-30
12256,4875710698458,03/32,VISA 13 digit,1995-02-18
12257,4676798193986,02/26,VISA 13 digit,2000-02-27
12258,3574569817392450,10/23,JCB 16 digit,2005-09-28
12259,2299987893842270,11/24,Mastercard,2006-03-22
12260,4867295809626,07/23,VISA 13 digit,1998-02-18
12261,3515973360486170,10/31,JCB 16 digit,2015-02-01
12262,213108512665344,08/32,JCB 15 digit,2013-12-16
12264,180024383687227,03/25,JCB 15 digit,2005-09-15
12265,2280471215395140,09/25,Mastercard,2005-10-23
12266,345742739143163,09/26,American Express,2021-04-09
12267,3513501985995700,10/27,JCB 16 digit,2022-09-16
12268,4387907916776,12/31,VISA 13 digit,2014-01-02
12269,213164883841774,01/28,JCB 15 digit,2000-12-10
12270,4997036381073340000,03/32,VISA 19 digit,2014-02-28
12271,30516392507066,07/27,Diners Club / Carte Blanche,1993-12-26
12272,503810540842,09/32,Maestro,2008-09-12
12273,3583788761041810,12/29,JCB 16 digit,2000-01-03
12274,376138522643083,09/32,American Express,1995-06-11
12275,180041274303003,02/26,JCB 15 digit,2000-04-21
12276,340606179767598,09/23,American Express,2019-11-10
12277,4272548566632280000,08/32,VISA 19 digit,1995-11-23
12278,3553888733369770,04/23,JCB 16 digit,1992-11-29
12279,348145660128186,12/26,American Express,2009-05-23
12280,3548379184640190,01/27,JCB 16 digit,2008-02-17
12281,4478649054699430000,10/26,VISA 19 digit,2011-03-03
12282,3577843227467780,07/29,JCB 16 digit,2004-12-12
12283,2254347520785950,02/26,Mastercard,2020-03-17
12284,3540179794693400,11/25,JCB 16 digit,2013-09-12
12285,4024258103217820000,12/23,VISA 19 digit,2005-03-18
12286,6011547442455690,10/24,Discover,2015-03-09
12287,30280173725567,11/32,Diners Club / Carte Blanche,2000-05-14
12288,6547690604187640,01/26,Discover,2022-06-23
12289,3507939357461500,05/27,JCB 16 digit,2005-12-11
12290,574700774213,04/25,Maestro,2002-10-01
12291,6011825412565820,11/28,Discover,2004-08-03
12292,4684736731938780000,07/32,VISA 19 digit,2005-06-03
12293,30398881611489,02/29,Diners Club / Carte Blanche,1997-03-03
